ClientNo	RoleType	DocType	NoOfCopy	promptUser	collated	PrinterSetup	ReportNo
2076	1	7	2	0	1	0	25
2078	1	2	2	0	1	0	87
2078	1	6	1	0	1	0	22
2078	1	7	2	0	1	0	25
2080	1	2	2	0	1	0	24
2080	1	6	1	0	1	0	33
2080	1	7	2	0	1	0	25
2082	1	2	3	0	1	0	7
2082	1	6	1	0	1	0	22
2082	1	7	2	0	1	0	10
2086	1	2	1	0	1	0	93
2086	1	6	1	0	1	0	109
2086	1	7	1	0	1	0	81
2088	1	2	2	0	1	0	24
2088	1	6	1	0	1	0	33
2088	1	7	2	0	1	0	25
2108	1	2	1	0	1	0	91
2108	1	6	1	0	1	0	22
2108	1	7	1	0	1	0	82
2108	1	14	1	0	1	0	33
2112	1	2	2	0	1	0	24
2112	1	6	1	0	1	0	33
2112	1	7	2	0	1	0	25
2114	1	2	1	0	1	0	91
2114	1	7	1	0	1	0	81
2122	1	2	3	0	1	0	93
2122	1	6	1	0	1	0	22
2122	1	7	2	0	1	0	10
2124	1	2	2	0	1	0	1
2124	1	6	1	0	1	0	22
2124	1	7	2	0	1	0	9
2126	1	2	1	0	1	0	91
2126	1	6	1	0	1	0	33
2126	1	7	1	0	1	0	82
2130	1	2	2	0	1	0	93
2130	1	6	1	0	1	0	22
2130	1	7	1	0	1	0	81
2132	1	2	2	0	1	0	24
2132	1	6	1	0	1	0	33
2132	1	7	2	0	1	0	9
2134	2	1	1	0	1	0	14
2134	2	6	1	0	1	0	33
2134	2	9	1	0	1	0	35
2134	2	14	1	0	1	0	45
2136	1	2	3	0	1	0	7
2136	1	6	1	0	1	0	22
2136	1	7	2	0	1	0	10
2138	1	2	2	0	1	0	7
2138	1	6	1	0	1	0	22
2138	1	7	1	0	1	0	10
2142	1	2	2	0	1	0	7
2142	1	6	1	0	1	0	22
2142	1	7	1	0	1	0	10
2150	1	2	2	0	1	0	5
2150	1	7	2	0	1	0	9
2152	1	2	3	0	1	0	1
2152	1	6	1	0	1	0	22
2152	1	7	2	0	1	0	9
2154	1	2	2	0	1	0	93
2154	1	6	1	0	1	0	22
2154	1	7	1	0	1	0	81
2156	1	2	3	0	1	0	24
2156	1	7	2	0	1	0	25
2216	1	2	4	0	1	0	7
2216	1	7	3	0	1	0	10
2218	1	2	3	0	1	0	1
2218	1	7	1	0	1	0	9
2220	1	2	3	0	1	0	5
2220	1	7	2	0	1	0	9
2222	1	2	4	0	1	0	54
2222	1	7	1	0	1	0	10
2224	1	2	2	0	1	0	3
2224	1	6	1	0	1	0	22
2224	1	7	1	0	1	0	10
2226	1	2	2	0	1	0	24
2226	1	6	1	0	1	0	33
2226	1	7	2	0	1	0	25
2226	1	14	1	0	1	0	45
2230	1	2	4	0	1	0	7
2230	1	7	1	0	1	0	10
2244	1	2	1	0	1	0	24
2244	1	6	1	0	1	0	33
2244	1	7	1	0	1	0	25
2256	1	2	2	0	1	0	24
2256	1	7	2	0	1	0	25
2264	1	2	2	0	1	0	24
2264	1	6	1	0	1	0	33
2264	1	7	2	0	1	0	25
2266	1	2	1	0	1	0	24
2266	1	6	1	0	1	0	33
2266	1	7	1	0	1	0	25
2268	1	2	2	0	1	0	24
2268	1	6	1	0	1	0	33
2268	1	7	2	0	1	0	9
2272	1	2	2	0	1	0	93
2272	1	6	1	0	1	0	22
2272	1	7	1	0	1	0	81
2274	1	2	2	0	1	0	24
2274	1	6	1	0	1	0	33
2274	1	7	2	0	1	0	25
2276	1	2	2	0	1	0	24
2276	1	7	2	0	1	0	25
2290	1	2	2	0	1	0	24
2290	1	6	1	0	1	0	33
2290	1	7	2	0	1	0	25
2298	1	2	2	0	1	0	24
2298	1	7	2	0	1	0	25
2304	1	2	3	0	1	0	7
2304	1	6	1	0	1	0	22
2304	1	7	2	0	1	0	10
2318	1	2	3	0	1	0	5
2318	1	7	2	0	1	0	9
2320	1	2	3	0	1	0	7
2320	1	6	1	0	1	0	22
2320	1	7	2	0	1	0	10
2322	1	2	1	0	1	0	24
2322	1	6	1	0	1	0	33
2322	1	7	1	0	1	0	25
2326	1	2	2	0	1	0	24
2326	1	7	2	0	1	0	25
2328	1	2	2	0	1	0	24
2328	1	7	2	0	1	0	25
2336	1	2	2	0	1	0	91
2336	1	6	1	0	1	0	22
2336	1	7	1	0	1	0	82
2338	1	2	2	0	1	0	7
2338	1	6	1	0	1	0	22
2338	1	7	1	0	1	0	10
2340	1	2	2	0	1	0	2
2340	1	6	1	0	1	0	22
2340	1	7	1	0	1	0	10
2342	1	2	2	0	1	0	92
2342	1	6	1	0	1	0	22
2342	1	7	1	0	1	0	81
2352	1	2	2	0	1	0	24
2352	1	7	2	0	1	0	25
2354	1	2	2	0	1	0	7
2354	1	6	1	0	1	0	22
2354	1	7	1	0	1	0	10
2417	1	2	3	0	1	0	7
2417	1	6	1	0	1	0	22
2417	1	7	2	0	1	0	10
2423	1	2	2	0	1	0	24
2423	1	7	2	0	1	0	25
2441	1	2	2	0	1	0	24
2441	1	7	2	0	1	0	25
2445	1	2	3	0	1	0	5
2445	1	7	2	0	1	0	9
2447	1	2	2	0	1	0	5
2447	1	7	2	0	1	0	9
2457	1	2	3	0	1	0	24
2457	1	6	1	0	1	0	33
2457	1	7	2	0	1	0	9
2459	1	2	3	0	1	0	5
2459	1	7	2	0	1	0	9
2461	1	2	2	0	1	0	24
2461	1	6	1	0	1	0	33
2461	1	7	2	0	1	0	25
2461	1	14	1	0	1	0	45
2463	1	2	2	0	1	0	24
2463	1	7	2	0	1	0	25
2467	1	2	2	0	1	0	93
2467	1	6	1	0	1	0	22
2467	1	7	1	0	1	0	81
2471	1	2	1	0	1	0	93
2471	1	6	1	0	1	0	22
2471	1	7	1	0	1	0	81
2479	2	2	1	0	1	0	1
2479	2	9	1	0	1	0	23
2479	2	10	1	0	1	0	39
2489	1	2	2	0	1	0	24
2489	1	7	2	0	1	0	25
2499	1	2	2	0	1	0	7
2499	1	6	1	0	1	0	22
2499	1	7	1	0	1	0	10
2501	1	2	2	0	1	0	24
2501	1	6	1	0	1	0	33
2501	1	7	2	0	1	0	25
2503	1	2	2	0	1	0	91
2503	1	6	1	0	1	0	33
2503	1	7	2	0	1	0	82
2509	1	2	3	0	1	0	1
2509	1	7	1	0	1	0	9
2513	1	2	2	0	1	0	91
2513	1	6	1	0	1	0	109
2513	1	7	1	0	1	0	82
2513	2	2	3	0	1	0	1
2513	2	7	2	0	1	0	9
2521	1	2	3	0	1	0	7
2521	1	6	1	0	1	0	22
2521	1	7	2	0	1	0	10
2525	1	2	3	0	1	0	92
2525	1	7	2	0	1	0	81
2527	1	2	2	0	1	0	24
2527	1	6	1	0	1	0	33
2527	1	7	2	0	1	0	25
2527	1	14	1	0	1	0	45
2533	1	2	3	0	1	0	7
2533	1	6	1	0	1	0	22
2533	1	7	2	0	1	0	10
2535	1	2	3	0	1	0	93
2535	1	6	1	0	1	0	22
2535	1	7	2	0	1	0	81
2537	1	2	1	0	1	0	92
2537	1	6	1	0	1	0	22
2537	1	7	1	0	1	0	81
2539	1	2	3	0	1	0	7
2539	1	6	1	0	1	0	22
2539	1	7	2	0	1	0	10
2541	1	2	3	0	1	0	7
2541	1	6	1	0	1	0	22
2541	1	7	2	0	1	0	10
2545	1	2	3	0	1	0	7
2545	1	6	1	0	1	0	22
2545	1	7	2	0	1	0	10
2547	1	2	2	0	1	0	91
2547	1	6	1	0	1	0	22
2547	1	7	1	0	1	0	82
2549	1	2	3	0	1	0	5
2549	1	7	2	0	1	0	9
2557	1	6	1	0	1	0	33
2565	1	2	3	0	1	0	5
2565	1	7	2	0	1	0	9
2576	1	2	2	0	1	0	7
2576	1	6	1	0	1	0	22
2576	1	7	1	0	1	0	10
2604	1	2	3	0	1	0	1
2604	1	7	2	0	1	0	9
2606	1	2	2	0	1	0	24
2606	1	7	2	0	1	0	25
2610	1	2	3	0	1	0	7
2610	1	6	1	0	1	0	22
2610	1	7	2	0	1	0	10
2622	1	2	2	0	1	0	24
2622	1	6	1	0	1	0	33
2622	1	7	2	0	1	0	25
2622	1	14	1	0	1	0	45
2642	1	2	2	0	1	0	24
2642	1	7	2	0	1	0	25
2651	1	2	3	0	1	0	1
2651	1	7	3	0	1	0	9
2687	1	2	3	0	1	0	7
2687	1	6	1	0	1	0	22
2687	1	7	2	0	1	0	10
2693	1	2	2	0	1	0	7
2693	1	6	1	0	1	0	22
2693	1	7	1	0	1	0	10
2695	1	2	2	0	1	0	24
2695	1	7	2	0	1	0	25
2697	1	2	2	0	1	0	24
2697	1	6	1	0	1	0	33
2697	1	7	2	0	1	0	25
2705	1	2	2	0	1	0	24
2705	1	6	1	0	1	0	33
2705	1	7	2	0	1	0	25
2707	1	1	1	0	1	0	16
2707	1	2	7	0	1	0	3
2707	1	7	5	0	1	0	10
2709	1	2	2	0	1	0	92
2709	1	6	1	0	1	0	22
2709	1	7	1	0	1	0	103
2711	1	2	2	0	1	0	7
2711	1	7	1	0	1	0	81
2715	1	2	2	0	1	0	24
2715	1	7	2	0	1	0	27
2717	1	2	2	0	1	0	24
2717	1	7	2	0	1	0	25
2721	1	2	1	0	1	0	24
2721	1	7	1	0	1	0	9
2723	1	2	2	0	1	0	24
2723	1	6	1	0	1	0	33
2723	1	7	2	0	1	0	25
2729	1	2	4	0	1	0	54
2729	1	7	1	0	1	0	10
2755	1	2	2	0	1	0	24
2755	1	7	2	0	1	0	25
2757	1	2	2	0	1	0	93
2757	1	6	1	0	1	0	109
2757	1	7	1	0	1	0	81
2775	1	2	3	0	1	0	1
2775	1	7	2	0	1	0	9
2777	1	2	3	0	1	0	7
2777	1	6	1	0	1	0	22
2777	1	7	2	0	1	0	10
2781	1	1	1	0	1	0	16
2781	1	2	4	0	1	0	93
2781	1	6	1	0	1	0	22
2781	1	7	1	0	1	0	81
2786	1	2	3	0	1	0	92
2786	1	7	2	0	1	0	81
2788	1	2	2	0	1	0	24
2788	1	7	2	0	1	0	25
2792	1	2	1	0	1	0	91
2792	1	7	1	0	1	0	82
2794	1	2	2	0	1	0	7
2794	1	6	1	0	1	0	22
2794	1	7	1	0	1	0	10
2798	1	2	3	0	1	0	7
2798	1	6	1	0	1	0	22
2798	1	7	2	0	1	0	10
2802	1	2	2	0	1	0	24
2802	1	6	1	0	1	0	33
2802	1	7	2	0	1	0	25
2806	1	2	2	0	1	0	93
2806	1	6	1	0	1	0	22
2806	1	7	1	0	1	0	81
2808	1	2	3	0	1	0	7
2808	1	6	1	0	1	0	22
2808	1	7	2	0	1	0	10
2822	1	2	2	0	1	0	24
2822	1	6	1	0	1	0	33
2822	1	7	2	0	1	0	25
2826	1	2	3	0	1	0	7
2826	1	6	1	0	1	0	22
2826	1	7	2	0	1	0	10
2830	1	2	1	0	1	0	93
2830	1	6	1	0	1	0	22
2830	1	7	1	0	1	0	103
2834	1	1	1	0	1	0	16
2834	1	2	4	0	1	0	7
2834	1	7	1	0	1	0	10
2838	1	1	1	0	1	0	16
2838	1	2	2	0	1	0	7
2838	1	7	1	0	1	0	10
2840	1	2	3	0	1	0	1
2840	1	7	2	0	1	0	9
2846	1	1	1	0	1	0	14
2846	1	2	3	0	1	0	1
2846	1	7	1	0	1	0	9
2848	1	2	2	0	1	0	7
2848	1	6	1	0	1	0	22
2848	1	7	1	0	1	0	10
2850	1	2	2	0	1	0	24
2850	1	7	2	0	1	0	25
2852	1	2	2	0	1	0	24
2852	1	7	2	0	1	0	25
2852	1	14	1	0	1	0	45
2854	1	2	3	0	1	0	7
2854	1	6	1	0	1	0	22
2854	1	7	2	0	1	0	10
2860	1	2	2	0	1	0	93
2860	1	6	1	0	1	0	109
2860	1	7	1	0	1	0	81
2864	1	2	2	0	1	0	93
2864	1	6	1	0	1	0	22
2864	1	7	1	0	1	0	81
2866	1	2	2	0	1	0	7
2866	1	6	1	0	1	0	22
2866	1	7	1	0	1	0	70
2874	1	2	2	0	1	0	93
2874	1	6	1	0	1	0	22
2874	1	7	1	0	1	0	81
2878	1	2	3	0	1	0	1
2878	1	7	2	0	1	0	9
2881	1	2	3	0	1	0	7
2881	1	7	2	0	1	0	81
2886	1	2	3	0	1	0	92
2886	1	7	2	0	1	0	81
2888	1	2	1	0	1	0	24
2888	1	6	1	0	1	0	33
2888	1	7	1	0	1	0	25
2890	1	2	2	0	1	0	91
2890	1	7	1	0	1	0	82
2892	1	2	3	0	1	0	92
2892	1	6	1	0	1	0	22
2892	1	7	2	0	1	0	81
2907	1	2	3	0	1	0	92
2907	1	7	2	0	1	0	81
2909	1	2	2	0	1	0	24
2909	1	7	2	0	1	0	25
2913	1	2	3	0	1	0	7
2913	1	6	1	0	1	0	22
2913	1	7	2	0	1	0	10
2915	1	2	3	0	1	0	7
2915	1	6	1	0	1	0	22
2915	1	7	3	0	1	0	10
2917	1	2	3	0	1	0	1
2917	1	7	3	0	1	0	9
2919	1	2	2	0	1	1	24
2919	1	6	1	0	1	0	33
2919	1	7	2	0	1	0	25
2925	1	2	2	0	1	0	92
2925	1	7	1	0	1	0	81
2928	1	2	1	0	1	0	92
2928	1	6	1	0	1	0	22
2928	1	7	1	0	1	0	81
2938	1	1	1	0	1	0	16
2938	1	2	2	0	1	0	92
2938	1	7	1	0	1	0	81
2940	1	2	2	0	1	0	93
2940	1	6	1	0	1	0	22
2940	1	7	1	0	1	0	81
2942	1	2	3	0	1	0	7
2942	1	6	1	0	1	0	22
2942	1	7	2	0	1	0	10
2946	1	2	3	0	1	0	7
2946	1	6	1	0	1	0	22
2946	1	7	2	0	1	0	10
3148	1	2	3	0	1	0	7
3148	1	6	1	0	1	0	22
3148	1	7	2	0	1	0	10
3154	1	2	3	0	1	0	6
3154	1	7	2	0	1	0	81
3158	1	2	2	0	1	0	92
3158	1	7	1	0	1	0	81
3160	1	2	3	0	1	0	92
3160	1	7	2	0	1	0	81
3161	1	1	1	0	1	0	14
3161	1	2	3	0	1	0	7
3161	1	7	2	0	1	0	81
3169	1	2	3	0	1	0	92
3169	1	7	2	0	1	0	81
3177	1	2	2	0	1	0	7
3177	1	6	1	0	1	0	22
3177	1	7	1	0	1	0	10
3183	1	2	3	0	1	0	7
3183	1	6	1	0	1	0	22
3183	1	7	2	0	1	0	10
3193	1	2	3	0	1	0	1
3193	1	7	2	0	1	0	9
3197	1	2	3	0	1	0	7
3197	1	6	1	0	1	0	22
3197	1	7	2	0	1	0	10
3198	1	1	1	0	1	0	37
3198	1	2	1	0	1	0	87
3198	1	6	1	0	1	0	22
3198	1	14	1	0	1	0	69
3211	1	2	3	0	1	0	93
3211	1	6	1	0	1	0	22
3211	1	7	1	0	1	0	81
3213	1	2	2	0	1	0	24
3213	1	6	1	0	1	0	33
3213	1	7	2	0	1	0	25
3213	1	14	1	0	1	0	45
3217	1	2	2	0	1	0	7
3217	1	6	1	0	1	0	22
3217	1	7	1	0	1	0	10
3256	1	2	3	0	1	0	1
3256	1	7	2	0	1	0	9
3257	1	2	3	0	1	0	1
3257	1	6	1	0	1	0	22
3257	1	7	2	0	1	0	9
3257	1	8	1	0	1	0	21
3257	2	6	1	0	1	0	33
3257	2	9	1	0	1	0	35
3260	1	2	2	0	1	0	24
3260	1	6	1	0	1	0	33
3260	1	7	2	0	1	0	25
3261	1	2	3	0	1	0	7
3261	1	6	1	0	1	0	22
3261	1	7	2	0	1	0	10
3263	1	2	2	0	1	0	24
3263	1	7	2	0	1	0	25
3264	1	2	2	0	1	0	24
3264	1	6	1	0	1	0	33
3264	1	7	2	0	1	0	25
3442	1	2	2	0	1	0	92
3442	1	7	1	0	1	0	81
3447	1	2	2	0	1	0	24
3447	1	6	1	0	1	0	33
3447	1	7	2	0	1	0	25
3447	1	14	1	0	1	0	45
3449	1	2	1	0	1	0	91
3449	1	7	1	0	1	0	82
3450	1	2	3	0	1	0	2
3450	1	7	2	0	1	0	10
3451	1	2	1	0	1	0	93
3451	1	7	1	0	1	0	103
3452	1	2	2	0	1	0	7
3452	1	6	1	0	1	0	22
3452	1	7	1	0	1	0	10
3459	1	2	3	0	1	0	7
3459	1	7	2	0	1	0	81
3503	1	2	2	0	1	0	7
3503	1	6	1	0	1	0	22
3503	1	7	1	0	1	0	10
3505	1	2	3	0	1	0	7
3505	1	6	1	0	1	0	22
3505	1	7	2	0	1	0	10
3506	1	2	3	0	1	0	7
3506	1	6	1	0	1	0	22
3506	1	7	2	0	1	0	10
3507	1	2	2	0	1	0	7
3507	1	6	1	0	1	0	22
3507	1	7	1	0	1	0	10
3508	1	2	3	0	1	0	7
3508	1	6	1	0	1	0	22
3508	1	7	2	0	1	0	10
3509	1	2	2	0	1	0	92
3509	1	7	1	0	1	0	81
3514	1	2	2	0	1	0	93
3514	1	6	1	0	1	0	22
3514	1	7	1	0	1	0	81
3518	1	2	1	0	1	0	93
3518	1	6	1	0	1	0	22
3518	1	7	1	0	1	0	103
3519	1	2	1	0	1	0	1
3519	1	6	1	0	1	0	33
3519	1	9	1	0	1	0	35
3520	1	2	3	0	1	0	92
3520	1	7	2	0	1	0	81
3521	1	2	2	0	1	0	7
3521	1	7	1	0	1	0	81
3523	1	2	2	0	1	0	93
3523	1	6	1	0	1	0	109
3523	1	7	1	0	1	0	81
3524	1	1	1	0	1	0	16
3524	1	2	1	0	1	0	93
3524	1	7	1	0	1	0	103
3525	1	2	2	0	1	0	7
3525	1	7	1	0	1	0	81
3530	1	2	2	0	1	0	24
3530	1	6	1	0	1	0	33
3530	1	7	2	0	1	0	25
3531	1	2	2	0	1	0	93
3531	1	6	1	0	1	0	22
3531	1	7	1	0	1	0	81
3535	1	2	3	0	1	0	1
3535	1	7	2	0	1	0	9
3546	1	2	2	0	1	0	7
3546	1	7	1	0	1	0	81
3549	1	2	3	0	1	0	7
3549	1	6	1	0	1	0	22
3549	1	7	2	0	1	0	10
3551	1	2	3	0	1	0	7
3551	1	7	2	0	1	0	81
3552	1	2	3	0	1	0	1
3552	1	7	2	0	1	0	9
3553	1	2	3	0	1	0	1
3553	1	7	2	0	1	0	9
3566	1	2	3	0	1	0	1
3566	1	7	2	0	1	0	9
3567	1	2	3	0	1	0	1
3567	1	7	2	0	1	0	9
3571	1	2	3	0	1	0	1
3571	1	7	3	0	1	0	9
3571	1	9	1	0	1	0	23
3574	1	2	3	0	1	0	1
3574	1	7	2	0	1	0	9
3575	1	2	3	0	1	0	92
3575	1	7	2	0	1	0	81
3594	1	2	3	0	1	0	7
3594	1	6	1	0	1	0	22
3594	1	7	2	0	1	0	10
3595	1	2	3	0	1	0	1
3595	1	6	1	0	1	0	22
3595	1	7	3	0	1	0	9
3597	1	2	3	0	1	0	1
3597	1	7	3	0	1	0	9
3658	1	2	2	0	1	0	91
3658	1	7	1	0	1	0	82
3661	1	1	3	0	1	0	16
3661	1	2	3	0	1	0	7
3661	1	7	2	0	1	0	10
3662	1	2	3	0	1	0	92
3662	1	7	2	0	1	0	81
3668	1	2	3	0	1	0	7
3668	1	6	1	0	1	0	22
3668	1	7	2	0	1	0	10
3669	1	2	2	0	1	0	5
3669	1	7	2	0	1	0	9
3670	1	1	1	0	1	0	16
3670	1	2	1	0	1	0	93
3670	1	6	1	0	1	0	22
3670	1	7	1	0	1	0	81
3673	1	2	1	0	1	0	91
3673	1	7	1	0	1	0	82
3681	1	1	3	0	1	0	16
3681	1	2	1	0	1	0	93
3681	1	7	1	0	1	0	70
3683	1	2	3	0	1	0	2
3683	1	7	2	0	1	0	10
3691	1	2	1	0	1	0	87
3691	1	6	1	0	1	0	22
3691	1	7	1	0	1	0	82
3692	1	2	2	0	1	0	24
3692	1	7	2	0	1	0	25
3694	1	2	1	0	1	0	8
3696	1	2	2	0	1	0	24
3696	1	7	2	0	1	0	25
3705	1	2	2	0	1	0	7
3705	1	6	1	0	1	0	22
3705	1	7	1	0	1	0	10
3707	1	2	2	0	1	0	7
3707	1	6	1	0	1	0	22
3707	1	7	1	0	1	0	10
3711	1	2	2	0	1	0	1
3711	1	6	1	0	1	0	22
3711	1	7	2	0	1	0	9
3712	1	2	2	0	1	0	87
3712	1	6	1	0	1	0	22
3712	1	7	2	0	1	0	82
3713	1	2	1	0	1	0	93
3713	1	6	1	0	1	0	109
3713	1	7	1	0	1	0	81
3723	1	2	2	0	1	0	24
3723	1	6	1	0	1	0	33
3723	1	7	2	0	1	0	25
3728	2	8	1	0	1	0	34
3728	2	9	1	0	1	0	35
3733	1	2	3	0	1	0	92
3733	1	7	2	0	1	0	81
3734	1	1	3	0	1	0	2
3734	1	7	2	0	1	0	10
3736	1	1	1	0	1	0	16
3736	1	2	7	0	1	0	3
3736	1	7	3	0	1	0	10
3738	1	1	3	0	1	0	16
3738	1	2	3	0	1	0	7
3738	1	7	1	0	1	0	10
3739	1	2	3	0	1	0	7
3739	1	6	1	0	1	0	22
3739	1	7	2	0	1	0	10
3743	1	2	3	0	1	0	7
3743	1	6	1	0	1	0	22
3743	1	7	2	0	1	0	10
3747	1	1	1	0	1	0	16
3747	1	2	3	0	1	0	92
3747	1	6	1	0	1	0	22
3747	1	7	1	0	1	0	103
3749	2	2	2	0	1	0	24
3749	2	7	2	0	1	0	25
3754	1	2	3	0	1	0	7
3754	1	6	1	0	1	0	22
3754	1	7	2	0	1	0	10
3756	1	2	2	0	1	0	24
3756	1	6	1	0	1	0	33
3756	1	7	2	0	1	0	25
3762	1	2	1	0	1	0	24
3762	1	7	1	0	1	0	25
3767	1	2	2	0	1	0	7
3767	1	6	1	0	1	0	22
3767	1	7	1	0	1	0	10
3768	1	2	2	0	1	0	93
3768	1	6	1	0	1	0	22
3768	1	7	1	0	1	0	81
3769	1	2	2	0	1	0	24
3769	1	7	2	0	1	0	25
3772	1	2	3	0	1	0	7
3772	1	6	1	0	1	0	22
3772	1	7	2	0	1	0	10
3773	1	2	3	0	1	0	7
3773	1	6	1	0	1	0	22
3773	1	7	2	0	1	0	81
3774	1	2	3	0	1	0	92
3774	1	7	2	0	1	0	81
3786	1	2	1	0	1	0	92
3786	1	6	1	0	1	0	22
3786	1	7	1	0	1	0	81
3787	1	2	4	0	1	0	7
3787	1	7	1	0	1	0	10
3788	1	2	2	0	1	0	7
3788	1	6	1	0	1	0	22
3788	1	7	1	0	1	0	10
3791	1	2	3	0	1	0	7
3791	1	7	2	0	1	0	81
3794	1	2	1	0	1	0	91
3794	1	7	1	0	1	0	82
3797	1	2	1	0	1	0	93
3797	1	6	1	0	1	0	22
3797	1	7	1	0	1	0	81
3800	1	2	3	0	1	0	92
3800	1	7	2	0	1	0	81
3801	1	2	3	0	1	0	7
3801	1	6	1	0	1	0	22
3801	1	7	2	0	1	0	10
3802	1	2	1	0	1	0	24
3802	1	6	1	0	1	0	33
3802	1	7	1	0	1	0	25
3804	1	2	2	0	1	0	7
3804	1	6	1	0	1	0	22
3804	1	7	1	0	1	0	10
3805	2	2	1	0	1	0	24
3805	2	7	1	0	1	0	25
3812	1	2	3	0	1	0	7
3812	1	7	2	0	1	0	81
3820	1	2	2	0	1	0	7
3820	1	6	1	0	1	0	22
3820	1	7	1	0	1	0	10
3822	1	2	3	0	1	0	1
3822	1	7	2	0	1	0	9
3823	1	2	3	0	1	0	92
3823	1	7	2	0	1	0	81
3825	1	2	2	0	1	0	7
3825	1	6	1	0	1	0	22
3825	1	7	1	0	1	0	10
3826	1	2	3	0	1	0	1
3826	1	7	2	0	1	0	9
3828	1	2	2	0	1	0	5
3828	1	6	1	0	1	0	33
3828	1	7	2	0	1	0	25
3829	1	2	1	0	1	0	24
3829	1	6	1	0	1	0	33
3829	1	7	1	0	1	0	25
3831	1	2	1	0	1	0	24
3831	1	7	1	0	1	0	25
3832	1	2	1	0	1	0	92
3832	1	6	1	0	1	0	22
3832	1	7	1	0	1	0	82
3833	1	2	2	0	1	0	92
3833	1	7	1	0	1	0	81
3837	1	2	2	0	1	0	24
3837	1	7	2	0	1	0	25
3840	1	2	3	0	1	0	7
3840	1	6	1	0	1	0	22
3840	1	7	2	0	1	0	10
3851	8	2	3	0	1	0	7
3851	8	7	2	0	1	0	10
3877	1	2	2	0	1	0	24
3877	1	7	2	0	1	0	25
3877	1	14	1	0	1	0	45
3879	1	2	2	0	1	0	91
3879	1	6	1	0	1	0	22
3879	1	7	1	0	1	0	9
3882	1	2	1	0	1	0	8
3886	1	2	2	0	1	0	24
3886	1	6	1	0	1	0	33
3886	1	7	2	0	1	0	25
3887	1	2	3	0	1	0	2
3887	1	7	2	0	1	0	10
3893	1	2	3	0	1	0	1
3893	1	7	2	0	1	0	9
3899	1	2	3	0	1	0	7
3899	1	7	2	0	1	0	81
3900	1	2	3	0	1	0	2
3900	1	7	2	0	1	0	10
3904	1	2	2	0	1	0	24
3904	1	6	1	0	1	0	33
3904	1	7	2	0	1	0	25
3907	1	2	2	0	1	0	93
3907	1	6	1	0	1	0	109
3907	1	7	1	0	1	0	81
3916	1	2	3	0	1	0	7
3916	1	6	1	0	1	0	22
3916	1	7	2	0	1	0	10
3918	1	2	3	0	1	0	7
3918	1	6	1	0	1	0	22
3918	1	7	2	0	1	0	10
3920	1	2	3	0	1	0	7
3920	1	6	1	0	1	0	22
3920	1	7	2	0	1	0	81
3922	1	2	3	0	1	0	1
3922	1	7	2	0	1	0	9
3928	1	2	3	0	1	0	1
3928	1	7	2	0	1	0	9
3934	1	1	1	0	1	0	75
3934	1	2	3	0	1	0	91
3934	1	6	1	0	1	0	22
3934	1	7	1	0	1	0	82
3940	1	2	3	0	1	0	7
3940	1	6	1	0	1	0	22
3940	1	7	1	0	1	0	10
3943	1	2	3	0	1	0	7
3943	1	7	2	0	1	0	10
3945	1	2	2	0	1	0	7
3945	1	6	1	0	1	0	22
3945	1	7	1	0	1	0	10
3946	1	2	3	0	1	0	1
3946	1	7	2	0	1	0	9
3950	1	2	3	0	1	0	1
3950	1	7	2	0	1	0	9
3954	1	2	2	0	1	0	7
3954	1	6	1	0	1	0	22
3954	1	7	1	0	1	0	10
3955	1	2	2	0	1	0	91
3955	1	7	1	0	1	0	82
3957	1	2	5	0	1	0	2
3957	1	7	2	0	1	0	10
3964	1	2	2	0	1	0	91
3964	1	6	1	0	1	0	22
3964	1	7	1	0	1	0	81
3965	1	2	2	0	1	0	24
3965	1	7	2	0	1	0	25
3968	1	2	2	0	1	0	93
3968	1	6	1	0	1	0	22
3968	1	7	1	0	1	0	81
3970	1	2	1	0	1	0	92
3971	1	2	1	0	1	0	91
3971	1	6	1	0	1	0	22
3971	1	7	1	0	1	0	82
3973	1	2	2	0	1	0	1
3973	1	7	1	0	1	0	9
3974	1	2	2	0	1	0	87
3974	1	6	1	0	1	0	22
3974	1	7	2	0	1	0	82
3978	1	2	1	0	1	0	24
3978	1	7	1	0	1	0	25
3984	1	2	1	0	1	0	24
3984	1	7	1	0	1	0	25
3991	1	2	1	0	1	0	87
3991	1	6	1	0	1	0	22
3991	1	7	1	0	1	0	82
3998	1	2	1	0	1	0	24
3998	1	7	1	0	1	0	25
4009	1	2	3	0	1	0	2
4009	1	7	2	0	1	0	10
4010	1	2	3	0	1	0	7
4010	1	6	1	0	1	0	22
4010	1	7	2	0	1	0	10
4011	1	2	3	0	1	0	1
4013	1	2	2	0	1	0	24
4013	1	6	1	0	1	0	33
4013	1	7	2	0	1	0	25
4017	1	2	3	0	1	0	1
4025	1	2	2	0	1	0	24
4025	1	7	2	0	1	0	9
4026	1	2	2	0	1	0	24
4026	1	7	2	0	1	0	25
4027	1	2	3	0	1	0	7
4027	1	6	1	0	1	0	22
4027	1	7	2	0	1	0	10
4028	1	2	2	0	1	0	24
4028	1	7	1	0	1	0	25
4029	1	1	1	0	1	0	14
4029	1	2	2	0	1	0	92
4029	1	6	1	0	1	0	22
4029	1	7	2	0	1	0	81
4030	1	1	1	0	1	0	14
4030	1	2	3	0	1	0	1
4030	1	7	1	0	1	0	9
